date,headline,desc
2022-04-06 02:00:00,Right-wing Azov Battalion emerges as a controversial defender of Ukraine,"Militia with far-right views says it welcomes all volunteers, regardless of ideology, in the fight against Russia."
2022-04-05 15:19:00,China and Ukraine’s top diplomats speak for first time in weeks,China's close ties with Russia have become a sticking point for the West as it works to isolate Moscow over the war.
2022-04-05 09:34:00,E.U. proposes ban on Russian coal after Bucha massacre in Ukraine,European Commission President Ursula von der Leyen suggested that oil could be next — but offered no concrete plan or timeline. 
2022-04-05 05:47:00,"Ukraine war boosted Macron, but far right surging ahead of French vote","The war in Ukraine looms large, but it hasn’t fundamentally shifted the election’s key currents."
2022-04-04 00:01:00,Analysis | The war in Ukraine and a ‘turning point in history’,"For many on both sides of the Atlantic, the battles in Ukraine may mark something stark: a “Zeitenbruch” — a rupture in history, the closing of one age and the entry into another marked by even deeper uncertainty and great power rivalry."
2022-04-03 09:14:00,Ukraine had the world’s biggest plane. Russia’s assault destroyed it.,"The Antonov AN-225 airplane, destroyed at Hostomel airport near Kyiv, had set a Guinness world record for being the largest aircraft by weight."
2022-04-03 00:41:00,"World leaders condemn atrocities alleged in Bucha, Ukraine","Outrage grew Sunday over horrific images out of Bucha, a suburb of Kyiv, with world leaders calling for new sanctions and investigations into alleged war crimes."
2022-04-02 14:51:00,"In eastern Ukraine, the epicenter of the war, a brutal fight rages",Terrified villagers flee as the military battle rages at the epicenter of the war.
2022-04-02 05:07:00,Pentagon commits another $300 million to Ukraine for security assistance,"The Pentagon's package will include drones, armored vehicles and machine guns."
2022-04-02 03:00:00,"In Putin’s Ukraine quagmire, echoes of Soviet failure in Afghanistan","Moscow appears to have underestimated its adversaries this time, just as it did then."
2022-04-01 13:08:00,"As Russia drafts young men, some fear ending up on Ukraine’s front line","The Russian military is looking to sign up more than 130,000 soldiers during its spring recruitment drive."
2022-04-01 11:39:00,"As Russian shells fall, a race to get children with cancer out of Ukraine","Even brief disruptions in finely calibrated chemo and radiation protocols can be disastrous, oncologists say."
2022-04-01 09:34:00,E.U. leaders call on China to help end Russia’s war in Ukraine,"China indicated less interest in discussing the violence in Ukraine or its support for Russia, preferring to keep the focus on areas of Chinese-E.U. cooperation. "
2022-04-01 09:30:00,Russia accuses Ukraine of helicopter strike on Belgorod fuel depot,"Ukraine’s foreign minister said he could not confirm or deny the claim. If confirmed, it would be Ukraine's first attack on Russian territory during the war. "
2022-04-01 08:54:00,"Russian troops have withdrawn from Chernobyl, Ukraine agency says ","All technological equipment and radiation monitoring systems were “working normally” on Friday, said Ukraine’s state-owned atomic energy firm, Energoatom."
2022-04-01 02:00:00,A Belarusian battalion fights in Ukraine ‘for both countries’ freedom’,"Volunteer soldiers take the battle to Putin and his ally, Belarus leader Lukashenko"
2022-03-31 11:00:00,Ukraine worries about disaster as Russia targets nuclear power plants,"At a major plant in northwestern Ukraine, officials fear that ""an international disaster is just one mistake away."""
2022-03-31 08:31:00,"Russia’s Ukraine war builds on tactics it used in Syria, experts say","Sieges, bombardments of civilian areas, disinformation: These are the tactics Russia is recycling in Ukraine from its intervention in Syria."
2022-03-31 06:43:00,How the Ukraine war has Europe reassessing its relationship with China,"The E.U. is expected to pressure China over its support for Russia, while Beijing is said to be dismayed with the bloc's backing of the U.S. position on the war in Ukraine."
2022-03-31 05:38:00,"Russian soldiers in Ukraine sabotaged own equipment, U.K. spy chief says","Russian forces have suffered numerous losses and face low morale, but Western observers warn against assuming Moscow’s war efforts will relent."
2022-03-31 02:00:00,How a war in Ukraine crushed the hopes of thousands of elderly Japanese,"Thousands of miles away from Ukraine, the Russian invasion and the plight of millions of Ukrainian refugees carry deep significance in Nemuro, in the far northeast of Japan where more than 17,200 former residents of the Northern Territories resettled."
2022-03-31 00:01:00,Analysis | Boris Johnson’s effusive support for Ukraine comes with complications,Ukrainian President Volodymyr Zelensky has repeatedly singled out the British leader for praise. But critics say Johnson's domestic reforms are half-hearted.
2022-03-30 10:17:00,Analysis | Why the Russian military is bogged down by logistics in Ukraine,Russian forces have firepower but face the burden of moving supplies.
2022-03-30 09:00:00,Which countries have expelled Russian diplomats over Ukraine?,"Since the Russian invasion, around 400 Russian diplomats from about two dozen countries have been ordered to leave their postings."
2022-03-30 07:47:00,Ukraine’s refugee exodus tops 4 million — nearly 10% of prewar population,The mass flight from Ukraine has turned into the fastest-growing refugee crisis in Europe since World War II.
2022-03-30 03:00:00,Ukraine says Russia forcibly relocated thousands from Mariupol. Here’s one dramatic account.,A young Ukrainian woman said she and her family were transferred to what the Russians called a “filtration camp” before being sent to Russia.
2022-03-30 00:29:00,"Russian troop movement could mean further attacks in other parts of Ukraine, Pentagon says","More than 4 million people have now fled Ukraine, according to the United Nations."
2022-03-30 00:01:00,Analysis | How Ukraine could lose land but still win the war with Russia,"Ukraine, to buy peace, may need to suffer territorial loss — but perhaps not nearly as great as the Russians had hoped."
2022-03-29 13:35:00,Ukraine offers neutrality in talks with Russia. What does that mean?,"An important aspect of the ongoing negotiations between Russia and Ukraine is that the latter adopt a ""neutral state"" status in exchange for a potential halt in Russian aggression. Here's what it means."
2022-03-29 08:03:00,Ukraine to negotiators: Don’t eat or drink at Russia talks amid poison concern,"Russian oligarch Roman Abramovich — who is also attending the peace talks in Istanbul — fell ill after meetings in early March, as did members of Ukraine’s negotiating delegation."
2022-03-29 04:00:00,"In India, a U.S. partner, Modi’s base is inundated with anti-U.S. commentary on Ukraine","While the Russian invasion has galvanized public opinion against President Vladimir Putin in many Western countries, it has had a strikingly different effect in India."
2022-03-29 00:01:00,Analysis | Ukraine invasion could spell end to Russian hopes for Sputnik vaccine,"If Sputnik V once looked like a vital tool for the Kremlin’s geopolitical ambition, it now looks like another victim of it."
2022-03-28 23:00:00,Russia has killed civilians in Ukraine. Kyiv’s defense tactics add to the danger.,"By stationing weapons in residential neighborhoods, Ukraine’s military may put civilians in Russia’s crosshairs."
2022-03-28 18:02:00,"‘Did the West misjudge Russia?’ Your questions about the war in Ukraine, answered. ","Post reporters Isabelle Khurshudyan, Shane Harris and Whitney Leaming will answer your questions about the war in Ukraine on Wednesday at 1 p.m. Eastern time."
2022-03-28 09:52:00,"Turkey, Romania work to defuse mines possibly floating from Ukraine’s shores",The scramble raises fears the war in Ukraine is spilling into the Black Sea.
2022-03-28 01:06:00,Ukraine hopes for cease-fire as Istanbul hosts new talks,Ukrainian officials say they are hoping at most for a cease-fire agreement as they enter a new round of in-person negotiations with Russia set to begin Tuesday in Istanbul.
2022-03-27 13:41:00,"What to know about Ukraine’s Lviv, a relative haven hit by deadly strikes",The otherwise peaceful city in western Ukraine saw its first wartime deaths Monday. Here's why it matters. 
2022-03-27 07:54:00,Russia claims Lviv strikes; Ukraine says it has detained 2 on suspicion of espionage,"The attacks on Lviv came as President Biden delivered a forceful condemnation of Russian leader Vladimir Putin in the Polish capital of Warsaw, some 250 miles away."
2022-03-27 07:39:00,"Qatar, Saudi Arabia say the West mobilizes support for Ukraine but falls short in the Middle East",
2022-03-27 04:00:00,‘Diminishing returns’: What can change the course for Putin in the Ukraine war?,The Russian president has given no signs of wavering despite mounting military losses.
2022-03-27 03:00:00,Russia’s war in Ukraine galvanizes extremists globally,"Contrary to Putin’s claim that denazification justifies his invasion, neo-Nazis in Germany and beyond aren’t casting their lot with Ukraine alone, instead also seeing much to admire in Putin’s anti-American worldview."
2022-03-26 05:17:00,American teacher in Ukraine released from Russian custody after 10 days ,"Tyler Jacob had been teaching English in Kherson and was detained while fleeing the city, his family said."
2022-03-25 13:19:00,Ukraine claims that Russia is using white phosphorus,"""This morning, by the way, there were phosphorus bombs. Phosphorus Russian bombs. Adults were killed again and children were killed again,” Ukrainian President Volodymyr Zelensky said during a virtual address to NATO leaders on Thursday."
2022-03-25 10:34:00,They made the choice to flee Ukraine. But the next question is where to go. ,"For the 3.5 million people who have fled the war, the first decision they make as a refugee is nothing less than how to live as one: what bus or train to board, how far to go from Ukraine — and how thoroughly to remake their lives."
2022-03-25 08:59:00,China woos India as both face Western ire over Ukraine,China has dramatically shifted its tone toward India after years of trading barbs and border skirmishes.
2022-03-24 20:41:00,"In fiery video, Ukraine says it destroyed Russian warship","Russia's logistical difficulties, flagging morale and insufficient manpower were possibly exacerbated by the loss of a warship. But the setback is likely minimal for Russian logistical efforts, an expert said."
2022-03-24 16:25:00,In photos: The war in Ukraine one month on ,"Washington Post photographers have been on the ground in Ukraine from the very beginning — here’s some of their most powerful work, one month into Russia's invasion."
2022-03-24 15:41:00,"Half of Ukraine’s children forced from their homes, U.N. says","According to the U.N. Children's Fund, 4.3 million children in Ukraine have been displaced in one month of war."
2022-03-24 12:35:00,In videos: Moments that captured the world’s attention after Russia invaded Ukraine,"From a young girl singing ""Let It Go"" in a shelter to the horrors of life in besieged Mariupol, here are some striking videos that have emerged from the conflict."
2022-03-24 09:18:00,"Russia could have lost as many as 15,000 troops in Ukraine war, NATO official estimates","NATO estimates that up to 40,000 Russian troops have been killed, wounded or taken prisoner so far in Ukraine, a senior alliance official said."
2022-03-24 08:14:00,These are the journalists killed during Russia’s war on Ukraine,"Journalists Maksym Levin, Brent Renaud, Pierre Zakrzewski, Oleksandra Kuvshynova, Oksana Baulina, Yevhenii Sakun, Vira Hyrych and Frédéric Leclerc-Imhoff have been killed."
2022-03-24 06:00:00,"One month into the Ukraine war, a defiant nation is forever changed but adapting","“A month ago, I was busy wearing a suit and tie,” says a Ukrainian lawyer turned soldier. “Now I command 140 people.”"
2022-03-24 01:01:00,Ukraine’s Zelensky calls for global protest marking one month of war,"“Say that people matter, freedom matters, Peace matters. Ukraine matters,” Zelensky said."
2022-03-23 22:05:00,‘Amazingly brave’ Russian journalist is at least the fifth reporter to die covering war in Ukraine,"Oksana Baulina died while filming the destruction from Russian shelling of a district within the Ukrainian capital, the Insider, an independent Russian news site, confirmed Wednesday, leading to an outpouring from other journalists who spoke of her persistence and selflessness."
2022-03-23 12:52:00,"Who is Anatoly Chubais, the highest official to cut Kremlin ties since Ukraine invasion?  ",
2022-03-23 12:45:00,Understanding the weapons that have drawn the world’s attention since Russia’s invasion of Ukraine ,"Some Western experts worry that Moscow, amid pressure to escalate in the face of mounting losses, could go even further, using chemical weapons or even so-called “tactical” nuclear weapons."
2022-03-23 10:15:00,"Poland expels 45 Russian ‘spies pretending to be diplomats,’ in escalation over Ukraine invasion","Russia’s ambassador to Poland, Sergey Andreev, told journalists Russia would retaliate with measures to expel Polish diplomats."
2022-03-23 06:00:00,Ukraine’s Mykolaiv has held off Russian forces. Bodies are piling up anyway.,"""I’m sorry for our guys. We are burying them every day,"" a local gravedigger says."
2022-03-23 00:00:00,Analysis | How Putin is weaponizing ‘traditional values’ to defend Russian aggression in Ukraine ,"Building on his image as a right-wing Christian leader, Putin has sought to portray the war as a microcosm of the greater global tug of war between liberal and conservative thought."
2022-03-22 14:06:00,"A TikTok video, an apology and allegations of disinformation: How Russia’s assault on Ukraine is inflaming German fears of hybrid warfare","The debunked video, describing an attack on a Russian-speaking boy in Germany, is the latest salvo in a battle over truth playing out in parallel with the war in Ukraine."
2022-03-22 09:43:00,"Forest fires near Russian-held Chernobyl nuclear plant raise radiation fears, Ukraine says","Ukraine’s natural resources minister later said firefighters extinguished the blazes, easing the immediate alarm. But concerns remain because of continued fighting and dry weather."
2022-03-22 02:36:00,Russian chess champion Sergey Karjakin banned from competing after supporting Ukraine invasion,The International Chess Federation banned the Crimean-born grandmaster after he tweeted support for Vladimir Putin and the invasion.
2022-03-22 02:20:00,Russia halts WWII peace treaty talks with Japan in response to sanctions over Ukraine invasion,Russia paused negotiations over a decades-long territorial dispute in response to Japan’s dramatic turn away from years of rapprochement with Russian President Vladimir Putin.
2022-03-22 00:00:00,Analysis | Ukraine’s Mariupol is under siege. It’s a wartime tactic Putin knows too well.,"As Russia's leader, Vladimir Putin has led devastating sieges of Grozny, Aleppo and now Mariupol."
2022-03-21 14:41:00,"Survivor of four Nazi concentration camps is killed in Ukraine, foundation says","Boris Romanchenko, 96, was killed last week when a missile struck his apartment building in Kharkiv, according to the Buchenwald and Mittelbau-Dora Memorials Foundation."
2022-03-21 07:49:00,China and Russia’s military relationship likely to deepen with Ukraine war ,"Though the U.S. has warned China against aiding Russia in its war, Xi Jinping has made a long-term bet on military cooperation with Russia."
2022-03-21 06:42:00,Nearly 1 in 4 people in Ukraine forced out of their homes since Russia’s invasion,The United Nations says 10 million people have fled either to other parts of the country or across the border.
2022-03-20 14:27:00,Europe’s phase-out of Russian energy over the Ukraine crisis could mean opportunity for African countries,"Suppliers in Africa’s energy markets are looking to partner with investors in Europe who can no longer rely on Russian natural gas, which has long been their dominant source."
2022-03-20 13:29:00,No gun. No helmet. No action: The frustrations of some novice Americans who signed up to fight in Ukraine.,These Americans came to Ukraine to join the front or help treat the injured.
2022-03-20 05:00:00,Russia’s war for Ukraine could be headed toward stalemate ,"Heavy Russian casualties and equipment losses, combined with limited progress on the ground, suggest the conflict could be headed toward a stalemate."
2022-03-19 06:00:00,‘A good opportunity for us’: Brazil’s Bolsonaro uses Ukraine war to justify exploiting Indigenous land,Conservative lawmakers are now fast-tracking legislation that would allow large-scale mining in the pristine territory.
2022-03-18 07:28:00,Biden warns China’s Xi not to help Russia on Ukraine,"In a video call, Biden laid out for China's president ""the implications and consequences if China provides material support to Russia."""
2022-03-18 03:00:00,"While Russia wages war in Ukraine, life in much of Europe remains normal, but uneasy","Neighboring countries are dealing with the mass exodus. But from Rome to Paris to London, daily life has not transformed much."
2022-03-18 00:01:00,Analysis | What a Russia-Ukraine peace deal might look like,"With the Ukrainian resistance exceeding expectations and Western sanctions slamming the Russian economy, there’s a chance the new battleground calculus has the Kremlin fishing for a consolation prize."
2022-03-17 16:32:00,"In Ukraine’s second-largest city, a furious rain of bombs and rockets takes a toll: ‘There are no coffins left’ ","Of the dead, a Kharkiv morgue director says, ""We will count when peace comes."""
2022-03-17 15:08:00,"What are Switchblade drones, the kamikaze ‘killer’ drones Biden is sending to Ukraine?",The small unmanned aircraft can fit inside a backpack and is capable of inflicting significant damage.
2022-03-17 13:07:00,"As sanctions over Ukraine war mount, Russia turns to India to buy oil and arms","India, the world’s biggest oil importer behind China and the United States, has agreed to purchase 3 million barrels of Russian oil at a heavy discount, an Indian official said."
2022-03-17 12:29:00,"At least 43 attacks on health-care facilities and patients in Ukraine, WHO says","More than 300 health-care facilities are in combat zones or areas that Russia now controls, while 600 other facilities are within about six miles of the conflict line, according to the World Health Organization."
2022-03-17 03:00:00,"With mostly women and children fleeing Ukraine, European authorities fear a surge in human trafficking","European authorities and aid groups are warning that criminals may seek to capitalize on the desperation of refugees, with more than 3 million leaving Ukraine since Feb. 24."
2022-03-16 11:42:00,"U.N. court orders Russia to halt its invasion of Ukraine, in a largely symbolic ruling",Ukraine initiated the case at the International Court of Justice in The Hague to contest President Vladimir Putin’s official explanation for entering the country as an effort to end a “genocide” of pro-Russian separatists.
2022-03-16 11:39:00,"Protracted conflict could wipe out ‘18 years of socio-economic achievements’ in Ukraine, U.N. warns","If Russia’s invasion persists, Ukraine could see a free fall into poverty, according to an assessment by the U.N. Development Program."
2022-03-16 08:45:00,Peace talks between Russia and Ukraine see progress as Lavrov suggests ‘hope’ for a ‘compromise’,"Russian Foreign Minister Sergei Lavrov said Wednesday that there is “hope for reaching a compromise” with the Ukrainian delegation in peace talks, echoing earlier comments made by Ukrainian officials."
2022-03-16 07:56:00,China’s attempt to play both sides of the Ukraine crisis is starting to crack,"Despite protestations of neutrality and some minor changes in rhetoric, China has clearly chosen to stick with Russia over the invasion of Ukraine."
2022-03-16 02:00:00,"In Ukraine’s Carpathian Mountains, tens of thousands find refuge from war","Far from Russian shelling, the displaced find a rare pocket of peace."
2022-03-15 13:28:00,Ukraine’s Zelensky asks European leaders to do more but admits NATO membership is not in the cards,"The alliance had promised to add Ukraine as member as far back as 2008, and Ukraine’s potential membership has been reason wielded by Russia to justify its invasion."
2022-03-15 12:47:00,Ukraine’s Mykolaiv holds the line against Russian forces and delays assault on Odessa,"Southern city has blocked military advances while taunting Russians as ""dummies"" on social media."
2022-03-15 04:52:00,Zelensky to family of slain U.S. journalist: ‘The people of Ukraine ... are mourning with you’,Brent Renaud was fatally shot while reporting on Ukrainian refugees near Kyiv.
2022-03-15 03:00:00,"With ties to Russia and Ukraine, Israeli leader seeks to turn awkward position into diplomatic opportunity","Prime Minister Naftali Bennett is trying to mediate between the warring countries, but critics say now is no time for neutrality."
2022-03-14 22:57:00,Fox news journalist Benjamin Hall injured while reporting in Ukraine,"Hall was reporting from outside Kyiv, the Ukrainian capital under siege from Russian troops. The incident comes days after American journalist Brent Renaud was fatally shot in Irpin."
2022-03-14 12:28:00,"Chernobyl power line again damaged by Russia, Ukraine’s nuclear agency says",The new damage was reported just one day after Ukraine's energy minister said power was restored following a Russian attack that disconnected the site from the electricity grid.
2022-03-14 10:30:00,‘All art must go underground:’ Ukraine scrambles to shield its cultural heritage,"As Russian bombs drop, Ukrainians unite to protect precious artworks."
2022-03-14 06:29:00,Agricultural companies pull out of Russia as U.N. ramps up efforts to help Ukraine’s farmers,"Agco, an agricultural machinery company, said it “carefully considered how best to serve farmers” before suspending sales in Russia and Belarus."
2022-03-14 05:31:00,Pregnant mother whose photo showed tragedy of maternity hospital bombing in Ukraine dies with her baby,"After Russia bombed the Mariupol maternity hospital, the gripping picture encapsulated the toll on civilians of Moscow’s invasion of Ukraine."
2022-03-13 15:31:00,U.S. journalist killed in Ukraine was known for his ‘innate humanity and empathy’,"Brent Renaud was working on a project about refugees when he was killed outside Ukraine, Time magazine's CEO said."
2022-03-13 10:14:00,Reports of Russia abducting two mayors signal ominous new phase of Ukraine invasion,"Ukrainian officials’ claims that Russian forces have abducted at least two mayors to install pro-Russian replacements marks a new phase in Moscow’s invasion, now in its third week."
2022-03-12 11:41:00,A mother’s mission: Reach her family stranded in Ukraine’s ravaged Mariupol,"Outside the country on a business trip when war broke out, Yulia Karaulan seeks to reach the besieged Ukrainian city and find her family."
2022-03-12 04:00:00,What to know about the role Javelin antitank missiles could play in Ukraine’s fight against Russia,"The Javelin has become symbolic of U.S. assistance and battlefield exploits. But it's not a silver bullet, experts say."
2022-03-11 14:22:00,E.U. announces Russia sanctions and aid for Ukraine but only symbolism on membership,European leaders ended a crisis summit at the Palace of Versailles in France.
2022-03-11 14:05:00,The world wants to help Ukraine. But organizations delivering humanitarian aid face major obstacles.,Russian attacks on Ukrainian cities and key supply routes — as well as the sheer scale of the humanitarian needs — are hindering the ability of international organizations to deliver aid.
2022-03-11 10:37:00,"Putin welcomes foreign ‘volunteers,’ most from Middle East, to reinforce troops in Ukraine","The Kremlin said it had received more than 16,000 applications, most from the Middle East."
2022-03-11 08:24:00,Iran nuclear talks are halted after new Russian demands related to Ukraine,"Negotiators called the break a “pause” not a rupture, but there were fears Russia may have succeeded in sabotaging the effort to revive the Iran nuclear deal."
2022-03-11 07:03:00,Russia accuses U.S. of supporting a biological weapons program in Ukraine at U.N. Security Council meeting,"The claim was vehemently denied by the United States and Ukraine, with both warning the Russian disinformation campaign could be a prelude to Russia's use of chemical weapons."
2022-03-11 00:01:00,"Analysis | Flour rationing in Lebanon, grain hoarding in Hungary: How the Ukraine war is lurching the globe toward a new food crisis",The food price surge will also complicate global efforts to fend off hunger in conflict-ridden and fragile states.
2022-03-10 15:32:00,How many people have been killed in Ukraine? Here’s what we know.,"The death toll from Russia's war in Ukraine is on the rise — but by how much, nobody really knows."
2022-03-10 12:02:00,"They left one war and wound up in another: Yemenis, Afghans and Syrians flee Ukraine","""Now I feel that nothing is guaranteed in life,"" said one Afghan woman who had fled to Kyiv and found herself on the run again."
2022-03-10 11:56:00,"As death toll mounts, high-level talks between Ukraine and Russia fail to yield breakthrough ",Foreign Ministers Dmytro Kuleba and Sergei Lavrov met for the first time since the invasion began.
2022-03-10 10:26:00,"Ukraine’s battered Mariupol, reeling from hospital strike, says Russia’s assault continues as bodies pile up","“Nine days without food, warmth, and dead bodies everywhere on the street,” one Mariupol official said. “What can be worse than this?”"
2022-03-10 09:51:00,"After decades of building their lives in Ukraine, Jews are once again fleeing the country",Many fear that much of what once was will be lost.
2022-03-10 08:55:00,"E.U. leaders meet at Versailles to discuss Russia’s war in Ukraine, economic fallout",Much of the conversation Thursday and Friday will be focused on the economic impact of sanctions and other measures.
2022-03-10 08:00:00,Russia’s war on Ukraine has some Christians wondering: Is this the end of the world?,Why the Russian invasion of Ukraine holds special significance for some who watch for evidence of the end times.
2022-03-10 07:35:00,Road signs at Russian embassies around the world are getting a pro-Ukraine makeover,"New road names such as “President Zelensky Way"" and “Ukrainian Heroes’ Street” are springing up outside Russian embassies."
2022-03-10 06:44:00,"In China, a battle for public opinion over Ukraine pits facts against propaganda","Two weeks into the Russian invasion of Ukraine, some people are trying to alter the reality Chinese citizens see online."
2022-03-10 06:11:00,"Russians confine Chernobyl, Zaporizhzhia nuclear workers in exhausting conditions, Ukraine says","Chernobyl workers have limited access to medicine, Ukraine nuclear officials said, while Zaporizhzhia workers are reportedly forced to work at gunpoint."
2022-03-10 05:30:00,"White House warns Russia could use chemical weapons in Ukraine, rejects false ‘conspiracy’ of U.S. biolabs",White House Press Secretary Jen Pskai blasted Russia over “false claims” and criticized Chinese officials who “echo these conspiracy theories.”
2022-03-09 14:27:00,"Ukraine puts captured Russians on stage. It’s a powerful propaganda tool, but is it a violation of POW rights?","News conferences are meant to counter Russian propaganda, but some worry they may violate the Geneva Convention."
2022-03-09 13:39:00,How ‘Z’ became a symbol for supporting Russia’s invasion of Ukraine,President Vladimir Putin is using the Z — a symbol that does not appear in the Russian Cyrillic alphabet — to promote support for his invasion of Ukraine.
2022-03-09 11:53:00,"Angry over invasion of Ukraine and fearing crackdown, Russians trying to move abroad crowd into few remaining trains and planes","Some are rushing to leave Russia for good, as they fear border closures that would isolate them from family abroad, or they are afraid of being conscripted."
2022-03-09 10:46:00,The 11-year-old boy who fled Ukraine alone was displaced by war before — he fled Syria as a baby,"The 11-year-old Ukrainian boy fled to Slovakia, ending up at the border with only a plastic bag, a passport and a telephone number scrawled on his hand."
2022-03-09 08:17:00,"In a war of terrible choices, these are the fighting-age men who left Ukraine",Their decisions have had the capacity both to save them and shatter them.
2022-03-09 07:24:00,Dating app Bumble unmatches Russia and its ally Belarus amid Ukraine invasion,"The Bumble company, which also owns dating apps Badoo and Fritz, made the decision as many companies around the world halt services in Russia."
2022-03-09 06:22:00,"Ukraine helped build China’s modern military, but when war came, Beijing chose Russia","Ukraine has supplied Beijing for years with critical military technology that it couldn’t get elsewhere, including China’s first aircraft carrier."
2022-03-09 05:29:00,Chernobyl plant disconnected from power grid; Ukraine demands cease-fire for urgent repairs,"Ukrainian officials warned that the power cutoff at the closed nuclear plant could jeopardize the crucial cooling of nuclear fuel still stored there, but the U.N. nuclear watchdog downplayed the safety risk."
2022-03-09 04:09:00,A million children have fled Ukraine. Here’s what a train station full of goodbyes looks like.,"The exodus could become as large as 4 million people by the end of the war, according to a United Nations estimate — about 10 percent of Ukraine’s population."
2022-03-09 03:56:00,"Ukraine’s first lady, decrying deaths of children amid Russia’s invasion, pleads for international support","“When Russia says that it is ‘not waging war against civilians,’ I call out the names of these murdered children first,” Zelenska wrote."
2022-03-08 13:41:00,Britain pledges to expedite visas for refugees from Ukraine,Defense Minister Ben Wallace said Britain can and will do more to help Ukrainians fleeing their country after the Russian invasion.
2022-03-08 12:20:00,"58 percent of Russians support the invasion of Ukraine, and 23 percent oppose it, new poll shows ","The survey of Russian adults, conducted by independent research organizations in Russia last week, found relatively weak support for Moscow's invasion of Ukraine compared to past incursions."
2022-03-08 08:53:00,"In historic crisis, 2 million people have fled Ukraine since the start of Russian invasion, U.N. says",The U.N. is estimating that as many as 4 million people may flee Ukraine — roughly 10 percent of the Ukrainian population.
2022-03-08 00:01:00,Analysis | Through Putin’s looking glass: How the Russians are seeing — or not seeing — the war in Ukraine ,"Even as his rockets rain down on Ukraine, Russian President Vladimir Putin is engaged in another war at home: One bent on total control of public opinion."
2022-03-07 18:04:00,Russia’s invasion of Ukraine threatens to derail Iran nuclear talks,Russian demands for relief on Ukraine-related sanctions have raised fears Moscow will seek to delay or sabotage an agreement to revive the Iran nuclear deal.
2022-03-07 16:00:00,Asia-Pacific leaders warn of nuclear risk as they condemn Russian invasion of Ukraine,"More than 50 topl figures from across the Asia-Pacific signed a statement calling for and end “to Russia’s legally and morally indefensible aggression against Ukraine."""
2022-03-07 09:36:00,"Ukraine takes Russia to court, but Moscow’s representatives are a no-show",Russia’s absence cast doubts over the extent to which established international legal mechanisms can be effective tools in efforts to stop the war in Ukraine.
2022-03-07 04:43:00,China touts ‘rock solid’ ties with Russia as it offers to mediate Ukraine conflict,Beijing’s efforts to play peacemaker come as it continues to blame the United States and NATO for instigating the war.
2022-03-06 11:41:00,"After Putin’s invasion of Ukraine, Moldova worries it might be next","While Moldova has never felt closer to Europe, it has also never felt more vulnerable to the Kremlin."
2022-03-06 11:14:00,Russian forces attack airfields in Ukraine as Zelensky pleads for fighter jets,Alleged cease-fire violations by Russia block evacuation of Ukrainian civilians.
2022-03-06 07:27:00,Israeli Prime Minister Bennett says brokering between Ukraine and Russia is ‘moral obligation’ ,Bennett's blitz of diplomacy follows days of criticism by Ukraine for not denouncing Russia and Putin by name for the invasion.
2022-03-06 04:26:00,Video shows Russian aircrew parachuting from fighter jet that Ukraine says was shot down,The Ukraine State Emergency Service shared photos of the smoking remnants of the jet found in Chernihiv.
2022-03-06 00:52:00,Civilian toll mounts in Ukraine as world leaders raise question of war crimes,"Speaking on a day known as “Forgiveness Sunday” to Orthodox Christians, Ukrainian President Volodymyr Zelensky declared in a video message: “We won’t forgive.”"
2022-03-05 22:09:00,Protests against Russian invasion of Ukraine fill streets around the globe ,"People around the world take to the streets — and the skies — to denounce Russian President Vladimir Putin's invasion, and to support Ukraine."
2022-03-05 10:47:00,"After temporary cease-fires break down, Putin threatens Ukraine’s government ","The main threat to the capital appears to be the massive Russian convoy, about 20 miles from the city."
2022-03-05 08:54:00,How war abruptly changed life in Ukraine: ‘I woke up to the sound of explosions’,"Just two weeks ago, Ukrainians were documenting going to concerts, eating out, grabbing drinks with their friends.  Now their phones ring out with warnings and deliver texts from loved ones checking if they are alive."
2022-03-05 06:33:00,Ukraine-born Mila Kunis and husband Ashton Kutcher pledge to match $3 million in aid donations,"“The events that have unfolded in Ukraine are devastating. There is no place in this world for this kind of unjust attack on humanity,” Kunis said in a video on social media."
2022-03-05 06:00:00,African students living in Ukraine say they face racism while trying to flee ,"Several African, South Asian and Middle Eastern citizens in Ukraine have denounced instances of racism while trying to flee the war in the country."
2022-03-05 04:33:00,"China says it seeks to ‘resolve’ Taiwan question, amid comparisons to Ukraine",An annual government report is fueling debate over whether Beijing would attempt a takeover of the self-ruled island similar to Russia’s invasion of Ukraine.
2022-03-05 01:01:00,"Putin threatens Ukraine’s ‘statehood,’ likens sanctions to ‘declaration of war’","The Russian president also warned that a NATO declaration of a no-fly zone over Ukraine would be seen as an act of war, making the alliance ""participants of the military conflict.”"
2022-03-04 18:58:00,The Ukraine power plant fire was contained. But nuclear experts fear what’s to come in Russia’s war.,"The country has four active nuclear power plants and one failed one, Chernobyl, whose radiation still requires constant upkeep."
2022-03-04 16:35:00,Ukraine’s venerable Odessa readies for Russia’s brutal push up the Black Sea coast ,Russian forces have been hammering ports along the Black Sea. Odessa is in their path.
2022-03-04 15:36:00,How large are Ukraine’s cities? Some U.S. comparisons.,Ukraine has a population similar to that of California plus Oregon spread throughout its strategic and historically rich territory. A look at some of the places that are under Russian attack and similar-size U.S. cities.
2022-03-04 13:56:00,"As Ukraine struggles to count war casualties, families bury the dead one by one",The scene of a funeral of a fighter killed in Ukraine occurred across the country.
